year,iso3_d,dist,gdp_source_o,gdp_source_d,gdp_ppp_o,gdp_ppp_d,fta_wto
2005,CCK,4908.0,3.0,,,,0.0
2006,CCK,4908.0,3.0,,,,0.0
2007,CCK,4908.0,3.0,,,,0.0
2008,CCK,4908.0,3.0,,,,0.0
2009,CCK,4908.0,3.0,,,,0.0
2010,CCK,4908.0,3.0,,,,0.0
2011,CCK,4908.0,3.0,,,,0.0
2012,CCK,4908.0,3.0,,,,0.0
2013,CCK,4908.0,3.0,,,,0.0
2014,CCK,4908.0,3.0,,,,0.0
2015,CCK,4908.0,3.0,,,,0.0
2016,CCK,4908.0,3.0,,,,0.0
2017,CCK,4908.0,3.0,,,,0.0
2018,CCK,4908.0,3.0,,,,0.0
2019,CCK,4908.0,3.0,,,,0.0
2020,CCK,4908.0,,,,,0.0
2021,CCK,4908.0,,,,,0.0
1996,CHE,9569.0,3.0,1.0,,215690919.01,0.0
1997,CHE,9569.0,3.0,1.0,,225425405.667,0.0
1998,CHE,9569.0,3.0,1.0,,233759669.666,0.0
1999,CHE,9569.0,3.0,1.0,,241543843.478,0.0
2000,CHE,9569.0,3.0,1.0,,256298797.888,0.0
2001,CHE,9569.0,3.0,1.0,,266507694.658,0.0
2002,CHE,9569.0,3.0,1.0,,274505078.549,0.0
2003,CHE,9569.0,3.0,1.0,,276030971.325,0.0
2004,CHE,9569.0,3.0,1.0,,289199083.298,0.0
2005,CHE,9569.0,3.0,1.0,,300888797.058,0.0
2006,CHE,9569.0,3.0,1.0,,336415022.056,0.0
2007,CHE,9569.0,3.0,1.0,,373532770.071,0.0
2008,CHE,9569.0,3.0,1.0,,400107776.302,0.0
2009,CHE,9569.0,3.0,1.0,,399834543.497,0.0
2010,CHE,9569.0,3.0,1.0,,414217850.207,0.0
2011,CHE,9569.0,3.0,1.0,,442451269.841,0.0
2012,CHE,9569.0,3.0,1.0,,460544832.254,0.0
2013,CHE,9569.0,3.0,1.0,,483647350.011,0.0
2014,CHE,9569.0,3.0,1.0,,501374116.772,0.0
2015,CHE,9569.0,3.0,1.0,,517646744.8,0.0
2016,CHE,9569.0,3.0,1.0,,526449749.808,0.0
2017,CHE,9569.0,3.0,,,584052319.306,0.0
2018,CHE,9569.0,3.0,,,610138577.243,0.0
2019,CHE,9569.0,3.0,,,617711114.452,0.0
2020,CHE,9569.0,,,,619632654.691,0.0
2021,CHE,9569.0,,,,672543499.596,0.0
1996,CHL,18517.0,3.0,1.0,,118519347.104,0.0
1997,CHL,18517.0,3.0,1.0,,128748862.488,0.0
1998,CHL,18517.0,3.0,1.0,,135394396.265,0.0
1999,CHL,18517.0,3.0,1.0,,136478903.669,0.0
2000,CHL,18517.0,3.0,1.0,,146647244.012,0.0
2001,CHL,18517.0,3.0,1.0,,154467884.768,0.0
2002,CHL,18517.0,3.0,1.0,,160891850.868,0.0
2003,CHL,18517.0,3.0,1.0,,170180776.961,0.0
2004,CHL,18517.0,3.0,1.0,,188125308.825,0.0
2005,CHL,18517.0,3.0,1.0,,206274402.67,0.0
2006,CHL,18517.0,3.0,1.0,,254770038.946,0.0
2007,CHL,18517.0,3.0,1.0,,278098065.608,0.0
2008,CHL,18517.0,3.0,1.0,,273636846.329,0.0
2009,CHL,18517.0,3.0,1.0,,273772307.026,0.0
2010,CHL,18517.0,3.0,1.0,,311943196.571,0.0
2011,CHL,18517.0,3.0,1.0,,350575241.994,0.0
2012,CHL,18517.0,3.0,1.0,,374241571.983,0.0
2013,CHL,18517.0,3.0,1.0,,394291936.707,0.0
2014,CHL,18517.0,3.0,1.0,,406567577.943,0.0
2015,CHL,18517.0,3.0,1.0,,418834466.53,0.0
2016,CHL,18517.0,3.0,1.0,,429122544.148,0.0
2017,CHL,18517.0,3.0,,,450891850.915,0.0
2018,CHL,18517.0,3.0,,,478093905.184,0.0
2019,CHL,18517.0,3.0,,,479916906.216,0.0
2020,CHL,18517.0,,,,479607165.872,0.0
2021,CHL,18517.0,,,,559157699.738,0.0
1996,CHN,688.0,3.0,1.0,,2521268146.614,0.0
1997,CHN,688.0,3.0,1.0,,2801135411.428,0.0
1998,CHN,688.0,3.0,1.0,,3053459681.147,0.0
1999,CHN,688.0,3.0,1.0,,3337893886.338,0.0
2000,CHN,688.0,3.0,1.0,,3703735543.03,0.0
2001,CHN,688.0,3.0,1.0,,4104067493.105,0.0
2002,CHN,688.0,3.0,1.0,,4547550454.324,0.0
2003,CHN,688.0,3.0,1.0,,5103705636.523,0.0
2004,CHN,688.0,3.0,1.0,,5774280247.654,0.0
2005,CHN,688.0,3.0,1.0,,6639272569.969,0.0
2006,CHN,688.0,3.0,1.0,,7713674311.234,0.0
2007,CHN,688.0,3.0,1.0,,9045939220.197,0.0
2008,CHN,688.0,3.0,1.0,,10113837808.714,0.0
2009,CHN,688.0,3.0,1.0,,11148547476.065,0.0
2010,CHN,688.0,3.0,1.0,,12484967820.529,0.0
2011,CHN,688.0,3.0,1.0,,13957939641.688,0.0
2012,CHN,688.0,3.0,1.0,,15331823826.048,0.0
2013,CHN,688.0,3.0,1.0,,16788029504.901,0.0
2014,CHN,688.0,3.0,1.0,,18335662798.926,0.0
2015,CHN,688.0,3.0,1.0,,19811750781.342,0.0
2016,CHN,688.0,3.0,1.0,,21417149856.08,0.0
2017,CHN,688.0,3.0,,,19887033884.257,0.0
2018,CHN,688.0,3.0,,,21736535504.587,0.0
2019,CHN,688.0,3.0,,,23441908826.407,0.0
2020,CHN,688.0,,,,24255795539.863,0.0
2021,CHN,688.0,,,,27312548291.586,0.0
1996,CIV,13244.0,3.0,1.0,,33707427.086,0.0
1997,CIV,13244.0,3.0,1.0,,35567783.078,0.0
1998,CIV,13244.0,3.0,1.0,,37726550.584,0.0
1999,CIV,13244.0,3.0,1.0,,38923464.148,0.0
2000,CIV,13244.0,3.0,1.0,,38985762.279,0.0
2001,CIV,13244.0,3.0,1.0,,39922605.253,0.0
2002,CIV,13244.0,3.0,1.0,,39859480.456,0.0
2003,CIV,13244.0,3.0,1.0,,40101591.089,0.0
2004,CIV,13244.0,3.0,1.0,,41711816.068,0.0
2005,CIV,13244.0,3.0,1.0,,43795016.422,0.0
2006,CIV,13244.0,3.0,1.0,,45824775.161,0.0
2007,CIV,13244.0,3.0,1.0,,47874676.249,0.0
2008,CIV,13244.0,3.0,1.0,,50055049.171,0.0
2009,CIV,13244.0,3.0,1.0,,52075061.302,0.0
2010,CIV,13244.0,3.0,1.0,,53774598.836,0.0
2011,CIV,13244.0,3.0,1.0,,52476906.029,0.0
2012,CIV,13244.0,3.0,1.0,,59165494.348,0.0
2013,CIV,13244.0,3.0,1.0,,65465432.147,0.0
2014,CIV,13244.0,3.0,1.0,,72497646.365,0.0
2015,CIV,13244.0,3.0,1.0,,79992374.717,0.0
2016,CIV,13244.0,3.0,1.0,,88139922.334,0.0
2017,CIV,13244.0,3.0,,,118051344.947,0.0
2018,CIV,13244.0,3.0,,,129200001.645,0.0
2019,CIV,13244.0,3.0,,,139706406.985,0.0
2020,CIV,13244.0,,,,144159087.211,0.0
2021,CIV,13244.0,,,,160692175.294,0.0
1996,CMR,11997.0,3.0,1.0,,23736334.326,0.0
1997,CMR,11997.0,3.0,1.0,,25425557.647,0.0
1998,CMR,11997.0,3.0,1.0,,26959670.431,0.0
1999,CMR,11997.0,3.0,1.0,,28484176.887,0.0
2000,CMR,11997.0,3.0,1.0,,30348201.789,0.0
2001,CMR,11997.0,3.0,1.0,,32441028.272,0.0
2002,CMR,11997.0,3.0,1.0,,34259579.209,0.0
2003,CMR,11997.0,3.0,1.0,,36351273.785,0.0
2004,CMR,11997.0,3.0,1.0,,38733505.757,0.0
2005,CMR,11997.0,3.0,1.0,,40898087.259,0.0
2006,CMR,11997.0,3.0,1.0,,43513650.64,0.0
2007,CMR,11997.0,3.0,1.0,,46126055.782,0.0
2008,CMR,11997.0,3.0,1.0,,48387262.245,0.0
2009,CMR,11997.0,3.0,1.0,,49696600.513,0.0
2010,CMR,11997.0,3.0,1.0,,51947816.706,0.0
2011,CMR,11997.0,3.0,1.0,,55215701.705,0.0
2012,CMR,11997.0,3.0,1.0,,58813179.767,0.0
2013,CMR,11997.0,3.0,1.0,,63086849.399,0.0
2014,CMR,11997.0,3.0,1.0,,68022404.994,0.0
2015,CMR,11828.0,3.0,1.0,,72723626.379,0.0
2016,CMR,11828.0,3.0,1.0,,77014883.946,0.0
2017,CMR,11828.0,3.0,,,90037541.682,0.0
2018,CMR,11828.0,3.0,,,95835079.519,0.0
2019,CMR,11828.0,3.0,,,100939193.008,0.0
2020,CMR,11828.0,,,,102658266.354,0.0
2021,CMR,11828.0,,,,110652111.633,0.0
1996,COD,11846.0,3.0,1.0,,,0.0
1997,COD,11846.0,3.0,1.0,,,0.0
1998,COD,11846.0,3.0,1.0,,,0.0
1999,COD,11846.0,3.0,1.0,,,0.0
2000,COD,11846.0,3.0,1.0,,,0.0
2001,COD,11846.0,3.0,1.0,,,0.0
2002,COD,11846.0,3.0,1.0,,,0.0
2003,COD,11846.0,3.0,1.0,,,0.0
2004,COD,11846.0,3.0,1.0,,,0.0
2005,COD,11846.0,3.0,1.0,,,0.0
2006,COD,11846.0,3.0,1.0,,,0.0
2007,COD,11846.0,3.0,1.0,,,0.0
2008,COD,11846.0,3.0,1.0,,,0.0
2009,COD,11846.0,3.0,1.0,,,0.0
2010,COD,11846.0,3.0,1.0,,,0.0
2011,COD,11846.0,3.0,1.0,,,0.0
2012,COD,11846.0,3.0,1.0,,,0.0
2013,COD,11846.0,3.0,1.0,,,0.0
2014,COD,11846.0,3.0,,,,0.0
2015,COD,11846.0,3.0,,,,0.0
2016,COD,11846.0,3.0,,,,0.0
2017,COD,11846.0,3.0,,,86267287.184,0.0
2018,COD,11846.0,3.0,,,93469914.844,0.0
2019,COD,11846.0,3.0,,,99313346.532,0.0
2020,COD,11846.0,,,,102254584.152,0.0
2021,COD,11846.0,,,,112587345.048,0.0
1996,COG,11847.0,3.0,1.0,,9931086.692,0.0
1997,COG,11847.0,3.0,1.0,,10037944.968,0.0
1998,COG,11847.0,3.0,1.0,,10526127.472,0.0
1999,COG,11847.0,3.0,1.0,,10411246.008,0.0
2000,COG,11847.0,3.0,1.0,,11454858.181,0.0
2001,COG,11847.0,3.0,1.0,,12161412.198,0.0
2002,COG,11847.0,3.0,1.0,,12913879.155,0.0
2003,COG,11847.0,3.0,1.0,,13278507.347,0.0
2004,COG,11847.0,3.0,1.0,,14117968.003,0.0
2005,COG,11847.0,3.0,1.0,,15702420.422,0.0
2006,COG,11847.0,3.0,1.0,,17194126.823,0.0
2007,COG,11847.0,3.0,1.0,,17372430.842,0.0
2008,COG,11847.0,3.0,1.0,,18700237.484,0.0
2009,COG,11847.0,3.0,1.0,,20249558.528,0.0
2010,COG,11847.0,3.0,1.0,,22290692.46,0.0
