year,iso3_d,dist,gdp_source_o,gdp_source_d,gdp_ppp_o,gdp_ppp_d,fta_wto
1996,KWT,7175.0,3.0,1.0,,97463657.961,0.0
1997,KWT,7175.0,3.0,1.0,,101583602.669,0.0
1998,KWT,7175.0,3.0,1.0,,106446464.566,0.0
1999,KWT,7175.0,3.0,1.0,,106141958.294,0.0
2000,KWT,7175.0,3.0,1.0,,113653548.192,0.0
2001,KWT,7175.0,3.0,1.0,,117091046.457,0.0
2002,KWT,7175.0,3.0,1.0,,122455196.116,0.0
2003,KWT,7175.0,3.0,1.0,,146529186.245,0.0
2004,KWT,7175.0,3.0,1.0,,166761710.323,0.0
2005,KWT,7175.0,3.0,1.0,,189470981.334,0.0
2006,KWT,7175.0,3.0,1.0,,209978482.82,0.0
2007,KWT,7175.0,3.0,1.0,,228482744.02,0.0
2008,KWT,7175.0,3.0,1.0,,238741850.314,0.0
2009,KWT,7175.0,3.0,1.0,,223533024.597,0.0
2010,KWT,7175.0,3.0,1.0,,220907355.075,0.0
2011,KWT,7175.0,3.0,1.0,,247177337.17,0.0
2012,KWT,7175.0,3.0,1.0,,268411108.899,0.0
2013,KWT,7175.0,3.0,1.0,,275879924.452,0.0
2014,KWT,7175.0,3.0,1.0,,282223549.758,0.0
2015,KWT,7175.0,3.0,1.0,,290528801.979,0.0
2016,KWT,7175.0,3.0,,,,0.0
2017,KWT,7175.0,3.0,,,206275309.888,0.0
2018,KWT,7175.0,3.0,,,216343897.042,0.0
2019,KWT,7175.0,3.0,,,218998184.051,0.0
2020,KWT,7175.0,,,,202010996.134,0.0
2021,KWT,7175.0,,,,,0.0
1996,LAO,2102.0,3.0,1.0,,7359613.614,0.0
1997,LAO,2102.0,3.0,1.0,,7999989.124,0.0
1998,LAO,2102.0,3.0,1.0,,8407662.411,0.0
1999,LAO,2102.0,3.0,1.0,,9160022.841,0.0
2000,LAO,2102.0,3.0,1.0,,9911717.634,0.0
2001,LAO,2102.0,3.0,1.0,,10720650.849,0.0
2002,LAO,2102.0,3.0,1.0,,11529494.834,0.0
2003,LAO,2102.0,3.0,1.0,,12472842.483,0.0
2004,LAO,2102.0,3.0,1.0,,13630601.101,0.0
2005,LAO,2102.0,3.0,1.0,,15069161.445,0.0
2006,LAO,2102.0,3.0,1.0,,16870881.574,0.0
2007,LAO,2102.0,3.0,1.0,,18635633.546,0.0
2008,LAO,2102.0,3.0,1.0,,20488017.274,0.0
2009,LAO,2102.0,3.0,1.0,,22192247.585,0.0
2010,LAO,2102.0,3.0,1.0,,24378716.192,0.0
2011,LAO,2102.0,3.0,1.0,,26882227.109,0.0
2012,LAO,2102.0,3.0,1.0,,29574800.18,0.0
2013,LAO,2102.0,3.0,1.0,,32464068.662,0.0
2014,LAO,2102.0,3.0,1.0,,35561198.235,0.0
2015,LAO,2102.0,3.0,1.0,,38557256.115,0.0
2016,LAO,2102.0,3.0,1.0,,41807740.454,0.0
2017,LAO,2102.0,3.0,,,50463792.572,0.0
2018,LAO,2102.0,3.0,,,54897660.152,0.0
2019,LAO,2102.0,3.0,,,58929384.912,0.0
2020,LAO,2102.0,,,,59939628.583,0.0
2021,LAO,2102.0,,,,64008799.938,0.0
1996,LBN,8157.0,3.0,1.0,,29485348.601,0.0
1997,LBN,8157.0,3.0,1.0,,29304184.462,0.0
1998,LBN,8157.0,3.0,1.0,,30686430.281,0.0
1999,LBN,8157.0,3.0,1.0,,31014871.478,0.0
2000,LBN,8157.0,3.0,1.0,,32146967.272,0.0
2001,LBN,8157.0,3.0,1.0,,34152417.933,0.0
2002,LBN,8157.0,3.0,1.0,,35860945.736,0.0
2003,LBN,8157.0,3.0,1.0,,37754686.318,0.0
2004,LBN,8157.0,3.0,1.0,,41086953.536,0.0
2005,LBN,8157.0,3.0,1.0,,43567716.441,0.0
2006,LBN,8157.0,3.0,1.0,,45605188.952,0.0
2007,LBN,8157.0,3.0,1.0,,51196230.46,0.0
2008,LBN,8157.0,3.0,1.0,,56964406.084,0.0
2009,LBN,8157.0,3.0,1.0,,63311230.878,0.0
2010,LBN,8157.0,3.0,1.0,,69185884.708,0.0
2011,LBN,8157.0,3.0,1.0,,72014278.181,0.0
2012,LBN,8157.0,3.0,1.0,,74954316.262,0.0
2013,LBN,8157.0,3.0,1.0,,76850317.287,0.0
2014,LBN,8157.0,3.0,1.0,,79634279.976,0.0
2015,LBN,8157.0,3.0,1.0,,81537465.624,0.0
2016,LBN,8157.0,3.0,1.0,,84067236.485,0.0
2017,LBN,8157.0,3.0,,,108794029.332,0.0
2018,LBN,8157.0,3.0,,,109293698.115,0.0
2019,LBN,8157.0,3.0,,,103555890.388,0.0
2020,LBN,8157.0,,,,77651647.488,0.0
2021,LBN,8157.0,,,,72370450.846,0.0
1996,LBR,13804.0,3.0,1.0,,,0.0
1997,LBR,13804.0,3.0,1.0,,,0.0
1998,LBR,13804.0,3.0,1.0,,1179366.883,0.0
1999,LBR,13804.0,3.0,1.0,,1457750.349,0.0
2000,LBR,13804.0,3.0,1.0,,1917562.92,0.0
2001,LBR,13804.0,3.0,1.0,,2018505.98,0.0
2002,LBR,13804.0,3.0,1.0,,2126610.15,0.0
2003,LBR,13804.0,3.0,1.0,,1515161.268,0.0
2004,LBR,13804.0,3.0,1.0,,1597622.188,0.0
2005,LBR,13804.0,3.0,1.0,,1736129.144,0.0
2006,LBR,13804.0,3.0,1.0,,1933397.444,0.0
2007,LBR,13804.0,3.0,1.0,,2174105.132,0.0
2008,LBR,13804.0,3.0,1.0,,2375182.613,0.0
2009,LBR,13804.0,3.0,1.0,,2520063.637,0.0
2010,LBR,13804.0,3.0,1.0,,2706442.396,0.0
2011,LBR,13804.0,3.0,1.0,,2988830.567,0.0
2012,LBR,13804.0,3.0,1.0,,3287228.377,0.0
2013,LBR,13804.0,3.0,1.0,,3631054.395,0.0
2014,LBR,13804.0,3.0,1.0,,3721977.675,0.0
2015,LBR,13804.0,3.0,1.0,,3762023.198,0.0
2016,LBR,13804.0,3.0,1.0,,3750515.525,0.0
2017,LBR,13804.0,3.0,,,7355207.879,0.0
2018,LBR,13804.0,3.0,,,7618100.706,0.0
2019,LBR,13804.0,3.0,,,7563043.545,0.0
2020,LBR,13804.0,,,,7425910.175,0.0
2021,LBR,13804.0,,,,8043864.34,0.0
1996,LBY,10084.0,3.0,1.0,,,0.0
1997,LBY,10084.0,3.0,1.0,,,0.0
1998,LBY,10084.0,3.0,1.0,,,0.0
1999,LBY,10084.0,3.0,1.0,,87760272.076,0.0
2000,LBY,10084.0,3.0,1.0,,93059636.02,0.0
2001,LBY,10084.0,3.0,1.0,,93502458.877,0.0
2002,LBY,10084.0,3.0,1.0,,94027527.245,0.0
2003,LBY,10084.0,3.0,1.0,,108385158.046,0.0
2004,LBY,10084.0,3.0,1.0,,116334161.873,0.0
2005,LBY,10084.0,3.0,1.0,,134331433.979,0.0
2006,LBY,10084.0,3.0,1.0,,147459010.971,0.0
2007,LBY,10084.0,3.0,1.0,,160999744.187,0.0
2008,LBY,10084.0,3.0,1.0,,168536611.293,0.0
2009,LBY,10084.0,3.0,1.0,,168474745.415,0.0
2010,LBY,10084.0,3.0,1.0,,179095337.143,0.0
2011,LBY,10084.0,3.0,1.0,,69322560.014,0.0
2012,LBY,10084.0,3.0,1.0,,,0.0
2013,LBY,10084.0,3.0,1.0,,,0.0
2014,LBY,10084.0,3.0,,,,0.0
2015,LBY,10084.0,3.0,,,,0.0
2016,LBY,10084.0,3.0,,,,0.0
2017,LBY,10084.0,3.0,,,154436265.463,0.0
2018,LBY,10084.0,3.0,,,170683113.31,0.0
2019,LBY,10084.0,3.0,,,154285180.032,0.0
2020,LBY,10084.0,,,,118779596.659,0.0
2021,LBY,10084.0,,,,162527823.15,0.0
1996,LCA,15679.0,3.0,1.0,,1078770.761,0.0
1997,LCA,15679.0,3.0,1.0,,1088106.927,0.0
1998,LCA,15679.0,3.0,1.0,,1170013.203,0.0
1999,LCA,15679.0,3.0,1.0,,1219668.348,0.0
2000,LCA,15679.0,3.0,1.0,,1244740.837,0.0
2001,LCA,15679.0,3.0,1.0,,1224951.899,0.0
2002,LCA,15679.0,3.0,1.0,,1247638.045,0.0
2003,LCA,15679.0,3.0,1.0,,1332358.315,0.0
2004,LCA,15679.0,3.0,1.0,,1473704.822,0.0
2005,LCA,15679.0,3.0,1.0,,1513684.256,0.0
2006,LCA,15679.0,3.0,1.0,,1666795.283,0.0
2007,LCA,15679.0,3.0,1.0,,1727587.694,0.0
2008,LCA,15679.0,3.0,1.0,,1835057.563,0.0
2009,LCA,15679.0,3.0,1.0,,1842370.111,0.0
2010,LCA,15679.0,3.0,1.0,,1833194.715,0.0
2011,LCA,15679.0,3.0,1.0,,1875503.372,0.0
2012,LCA,15679.0,3.0,1.0,,1882382.326,0.0
2013,LCA,15679.0,3.0,1.0,,1913978.677,0.0
2014,LCA,15679.0,3.0,1.0,,1955488.715,0.0
2015,LCA,15679.0,3.0,1.0,,2014571.418,0.0
2016,LCA,15679.0,3.0,1.0,,2055321.286,0.0
2017,LCA,15679.0,3.0,,,2701367.911,0.0
2018,LCA,15679.0,3.0,,,2846845.883,0.0
2019,LCA,15679.0,3.0,,,2895914.918,0.0
2020,LCA,15679.0,,,,2333703.228,0.0
2021,LCA,15679.0,,,,2591085.573,0.0
1996,LIE,9518.0,3.0,1.0,,,0.0
1997,LIE,9518.0,3.0,1.0,,,0.0
1998,LIE,9518.0,3.0,1.0,,,0.0
1999,LIE,9518.0,3.0,1.0,,,0.0
2000,LIE,9518.0,3.0,1.0,,,0.0
2001,LIE,9518.0,3.0,1.0,,,0.0
2002,LIE,9518.0,3.0,1.0,,,0.0
2003,LIE,9518.0,3.0,1.0,,,0.0
2004,LIE,9518.0,3.0,1.0,,,0.0
2005,LIE,9518.0,3.0,1.0,,,0.0
2006,LIE,9518.0,3.0,1.0,,,0.0
2007,LIE,9518.0,3.0,1.0,,,0.0
2008,LIE,9518.0,3.0,1.0,,,0.0
2009,LIE,9518.0,3.0,1.0,,,0.0
2010,LIE,9518.0,3.0,1.0,,,0.0
2011,LIE,9518.0,3.0,1.0,,,0.0
2012,LIE,9518.0,3.0,1.0,,,0.0
2013,LIE,9518.0,3.0,1.0,,,0.0
2014,LIE,9518.0,3.0,1.0,,,0.0
2015,LIE,9518.0,3.0,,,,0.0
2016,LIE,9518.0,3.0,,,,0.0
2017,LIE,9518.0,3.0,,,,0.0
2018,LIE,9518.0,3.0,,,,0.0
2019,LIE,9518.0,3.0,,,,0.0
2020,LIE,9518.0,,,,,0.0
2021,LIE,9518.0,,,,,0.0
1996,LKA,4855.0,3.0,1.0,,62740466.923,0.0
1997,LKA,4855.0,3.0,1.0,,67901831.507,0.0
1998,LKA,4855.0,3.0,1.0,,71863678.738,0.0
1999,LKA,4855.0,3.0,1.0,,76101245.954,0.0
2000,LKA,4855.0,3.0,1.0,,82502947.379,0.0
2001,LKA,4855.0,3.0,1.0,,83079044.368,0.0
2002,LKA,4855.0,3.0,1.0,,87698790.04,0.0
2003,LKA,4855.0,3.0,1.0,,94760978.602,0.0
2004,LKA,4855.0,3.0,1.0,,102668314.563,0.0
2005,LKA,4855.0,3.0,1.0,,112586302.872,0.0
2006,LKA,4855.0,3.0,1.0,,124943943.113,0.0
2007,LKA,4855.0,3.0,1.0,,136987350.912,0.0
2008,LKA,4855.0,3.0,1.0,,147985268.317,0.0
2009,LKA,4855.0,3.0,1.0,,154385960.507,0.0
2010,LKA,4855.0,3.0,1.0,,168798216.718,0.0
2011,LKA,4855.0,3.0,1.0,,186763228.84,0.0
2012,LKA,4855.0,3.0,1.0,,207596814.057,0.0
2013,LKA,4855.0,3.0,1.0,,218112750.323,0.0
2014,LKA,4855.0,3.0,1.0,,233031412.047,0.0
2015,LKA,4855.0,3.0,1.0,,246934860.997,0.0
2016,LKA,4855.0,3.0,1.0,,261139627.723,0.0
2017,LKA,4855.0,3.0,,,269853543.17,0.0
2018,LKA,4855.0,3.0,,,285340923.261,0.0
2019,LKA,4855.0,3.0,,,297208797.941,0.0
2020,LKA,4855.0,,,,289916696.14,0.0
2021,LKA,4855.0,,,,313002493.108,0.0
1996,LSO,11692.0,3.0,1.0,,2249506.733,0.0
1997,LSO,11692.0,3.0,1.0,,2372745.846,0.0
1998,LSO,11692.0,3.0,1.0,,2435376.834,0.0
1999,LSO,11692.0,3.0,1.0,,2484416.354,0.0
2000,LSO,11692.0,3.0,1.0,,2639425.432,0.0
2001,LSO,11692.0,3.0,1.0,,2795722.918,0.0
2002,LSO,11692.0,3.0,1.0,,2859187.845,0.0
2003,LSO,11692.0,3.0,1.0,,3049173.946,0.0
2004,LSO,11692.0,3.0,1.0,,3186040.102,0.0
2005,LSO,11692.0,3.0,1.0,,3402540.713,0.0
2006,LSO,11692.0,3.0,1.0,,3655428.476,0.0
2007,LSO,11692.0,3.0,1.0,,3933187.754,0.0
2008,LSO,11692.0,3.0,1.0,,4277404.465,0.0
2009,LSO,11692.0,3.0,1.0,,4402606.546,0.0
2010,LSO,11692.0,3.0,1.0,,4747660.355,0.0
2011,LSO,11692.0,3.0,1.0,,5166966.18,0.0
2012,LSO,11692.0,3.0,1.0,,5572668.313,0.0
2013,LSO,11692.0,3.0,1.0,,5784559.848,0.0
2014,LSO,11692.0,3.0,1.0,,6022224.353,0.0
2015,LSO,11692.0,3.0,1.0,,6428733.404,0.0
2016,LSO,11692.0,3.0,1.0,,6676113.038,0.0
2017,LSO,11692.0,3.0,,,5580816.901,0.0
2018,LSO,11692.0,3.0,,,5644251.407,0.0
2019,LSO,11692.0,3.0,,,5883198.403,0.0
2020,LSO,11692.0,,,,5504168.915,0.0
2021,LSO,11692.0,,,,5791126.215,0.0
1996,LTU,8157.0,3.0,1.0,,22977271.21,0.0
1997,LTU,8157.0,3.0,1.0,,25258278.466,0.0
1998,LTU,8157.0,3.0,1.0,,27525353.193,0.0
1999,LTU,8157.0,3.0,1.0,,27565435.258,0.0
2000,LTU,8157.0,3.0,1.0,,29574954.269,0.0
2001,LTU,8157.0,3.0,1.0,,32880187.166,0.0
2002,LTU,8157.0,3.0,1.0,,36132943.528,0.0
2003,LTU,8157.0,3.0,1.0,,41211313.582,0.0
2004,LTU,8157.0,3.0,1.0,,44039302.808,0.0
2005,LTU,8157.0,3.0,1.0,,48263387.974,0.0
2006,LTU,8157.0,3.0,1.0,,53933916.484,0.0
2007,LTU,8157.0,3.0,1.0,,61679137.819,0.0
2008,LTU,8157.0,3.0,1.0,,66344354.261,0.0
2009,LTU,8157.0,3.0,1.0,,57452459.659,0.0
2010,LTU,8157.0,3.0,1.0,,62347320.414,0.0
2011,LTU,8157.0,3.0,1.0,,69205176.325,0.0
2012,LTU,8157.0,3.0,1.0,,73672145.052,0.0
2013,LTU,8157.0,3.0,1.0,,79020798.875,0.0
2014,LTU,8157.0,3.0,1.0,,82631857.958,0.0
2015,LTU,8157.0,3.0,1.0,,84057270.642,0.0
2016,LTU,8157.0,3.0,1.0,,86071646.855,0.0
2017,LTU,8157.0,3.0,,,95492177.9,0.0
2018,LTU,8157.0,3.0,,,101909459.944,0.0
2019,LTU,8157.0,3.0,,,107688223.47,0.0
2020,LTU,8157.0,,,,108666652.765,0.0
2021,LTU,8157.0,,,,119263273.16,0.0
1996,LUX,9574.0,3.0,1.0,,17126484.672,0.0
1997,LUX,9574.0,3.0,1.0,,17959274.578,0.0
1998,LUX,9574.0,3.0,1.0,,18836026.364,0.0
1999,LUX,9574.0,3.0,1.0,,21794057.204,0.0
2000,LUX,9574.0,3.0,1.0,,24130141.899,0.0
2001,LUX,9574.0,3.0,1.0,,24735628.07,0.0
2002,LUX,9574.0,3.0,1.0,,26222378.15,0.0
2003,LUX,9574.0,3.0,1.0,,27113948.244,0.0
2004,LUX,9574.0,3.0,1.0,,29362453.135,0.0
2005,LUX,9574.0,3.0,1.0,,31733108.754,0.0
2006,LUX,9574.0,3.0,1.0,,36863910.197,0.0
2007,LUX,9574.0,3.0,1.0,,40294829.901,0.0
2008,LUX,9574.0,3.0,1.0,,42362971.851,0.0
2009,LUX,9574.0,3.0,1.0,,40998557.487,0.0
2010,LUX,9574.0,3.0,1.0,,43485963.162,0.0
2011,LUX,9574.0,3.0,1.0,,47690524.462,0.0
2012,LUX,9574.0,3.0,1.0,,48646428.611,0.0
2013,LUX,9574.0,3.0,1.0,,51997977.11,0.0
2014,LUX,9574.0,3.0,1.0,,56650938.006,0.0
2015,LUX,9574.0,3.0,1.0,,59356216.333,0.0
2016,LUX,9574.0,3.0,1.0,,61726101.664,0.0
2017,LUX,9574.0,3.0,,,68570197.216,0.0
2018,LUX,9574.0,3.0,,,71109228.076,0.0
2019,LUX,9574.0,3.0,,,72752104.682,0.0
2020,LUX,9574.0,,,,74292443.521,0.0
2021,LUX,9574.0,,,,86117109.487,0.0
1996,LVA,8140.0,3.0,1.0,,14243962.434,0.0
1997,LVA,8140.0,3.0,1.0,,15764866.088,0.0
1998,LVA,8140.0,3.0,1.0,,17037554.366,0.0
1999,LVA,8140.0,3.0,1.0,,17702205.117,0.0
2000,LVA,8140.0,3.0,1.0,,18971445.542,0.0
2001,LVA,8140.0,3.0,1.0,,21165151.402,0.0
2002,LVA,8140.0,3.0,1.0,,23263574.396,0.0
2003,LVA,8140.0,3.0,1.0,,25226897.694,0.0
2004,LVA,8140.0,3.0,1.0,,27662188.215,0.0
2005,LVA,8140.0,3.0,1.0,,31001985.569,0.0
2006,LVA,8140.0,3.0,1.0,,34964854.821,0.0
2007,LVA,8140.0,3.0,1.0,,39874672.506,0.0
2008,LVA,8140.0,3.0,1.0,,42310285.468,0.0
2009,LVA,8140.0,3.0,1.0,,36170725.934,0.0
2010,LVA,8140.0,3.0,1.0,,36901504.672,0.0
2011,LVA,8140.0,3.0,1.0,,40727127.664,0.0
2012,LVA,8140.0,3.0,1.0,,43234807.821,0.0
2013,LVA,8140.0,3.0,1.0,,45680669.005,0.0
2014,LVA,8140.0,3.0,1.0,,47666641.403,0.0
2015,LVA,8140.0,3.0,1.0,,49278942.237,0.0
2016,LVA,8140.0,3.0,1.0,,51031805.807,0.0
2017,LVA,8140.0,3.0,,,55691171.159,0.0
2018,LVA,8140.0,3.0,,,59505432.398,0.0
2019,LVA,8140.0,3.0,,,61018882.726,0.0
2020,LVA,8140.0,,,,59721423.981,0.0
2021,LVA,8140.0,,,,64909961.686,0.0
1996,MAC,866.0,3.0,1.0,,13654475.093,0.0
1997,MAC,866.0,3.0,1.0,,13849305.779,0.0
1998,MAC,866.0,3.0,1.0,,13359683.08,0.0
1999,MAC,866.0,3.0,1.0,,13244241.228,0.0
2000,MAC,866.0,3.0,1.0,,14324057.779,0.0
2001,MAC,866.0,3.0,1.0,,15073696.396,0.0
2002,MAC,866.0,3.0,1.0,,16674418.956,0.0
2003,MAC,866.0,3.0,1.0,,18988793.33,0.0
2004,MAC,866.0,3.0,1.0,,24731186.032,0.0
2005,MAC,866.0,3.0,1.0,,27584348.432,0.0
2006,MAC,866.0,3.0,1.0,,32217330.373,0.0
2007,MAC,866.0,3.0,1.0,,37853198.574,0.0
2008,MAC,866.0,3.0,1.0,,39905469.095,0.0
2009,MAC,866.0,3.0,1.0,,40739784.61,0.0
2010,MAC,866.0,3.0,1.0,,51655473.273,0.0
2011,MAC,866.0,3.0,1.0,,64148218.365,0.0
2012,MAC,866.0,3.0,1.0,,71364600.897,0.0
2013,MAC,866.0,3.0,1.0,,80639112.683,0.0
2014,MAC,866.0,3.0,1.0,,81096899.049,0.0
2015,MAC,866.0,3.0,1.0,,64315387.402,0.0
2016,MAC,866.0,3.0,1.0,,63768671.882,0.0
2017,MAC,866.0,3.0,,,78534544.016,0.0
2018,MAC,866.0,3.0,,,85608986.581,0.0
2019,MAC,866.0,3.0,,,84951341.159,0.0
2020,MAC,866.0,,,,39538790.905,0.0
2021,MAC,866.0,,,,48590726.567,0.0
1996,MAR,11584.0,3.0,1.0,,89271970.321,0.0
1997,MAR,11584.0,3.0,1.0,,89382747.74,0.0
1998,MAR,11584.0,3.0,1.0,,96893013.106,0.0
1999,MAR,11584.0,3.0,1.0,,99439557.52,0.0
2000,MAR,11584.0,3.0,1.0,,103647760.629,0.0
2001,MAR,11584.0,3.0,1.0,,113769672.518,0.0
2002,MAR,11584.0,3.0,1.0,,119121958.104,0.0
2003,MAR,11584.0,3.0,1.0,,128739969.048,0.0
2004,MAR,11584.0,3.0,1.0,,138625453.15,0.0
2005,MAR,11584.0,3.0,1.0,,147795791.639,0.0
2006,MAR,11584.0,3.0,1.0,,163875399.065,0.0
2007,MAR,11584.0,3.0,1.0,,174178111.265,0.0
2008,MAR,11584.0,3.0,1.0,,188114244.456,0.0
2009,MAR,11584.0,3.0,1.0,,197586587.974,0.0
2010,MAR,11584.0,3.0,1.0,,207631239.182,0.0
2011,MAR,11584.0,3.0,1.0,,223034630.237,0.0
2012,MAR,11584.0,3.0,1.0,,233979960.554,0.0
2013,MAR,11584.0,3.0,1.0,,248542121.546,0.0
2014,MAR,11584.0,3.0,1.0,,259446000.239,0.0
2015,MAR,11584.0,3.0,1.0,,274060170.936,0.0
2016,MAR,11584.0,3.0,1.0,,280718787.737,0.0
2017,MAR,11584.0,3.0,,,264212938.335,0.0
2018,MAR,11584.0,3.0,,,279042501.47,0.0
2019,MAR,11584.0,3.0,,,291441195.678,0.0
2020,MAR,11584.0,,,,276391560.114,0.0
2021,MAR,11584.0,,,,309101012.73,0.0
1996,MCO,9864.0,3.0,1.0,,,0.0
1997,MCO,9864.0,3.0,1.0,,,0.0
1998,MCO,9864.0,3.0,1.0,,,0.0
1999,MCO,9864.0,3.0,1.0,,,0.0
2000,MCO,9864.0,3.0,1.0,,,0.0
2001,MCO,9864.0,3.0,1.0,,,0.0
2002,MCO,9864.0,3.0,1.0,,,0.0
2003,MCO,9864.0,3.0,1.0,,,0.0
2004,MCO,9864.0,3.0,1.0,,,0.0
2005,MCO,9864.0,3.0,1.0,,,0.0
2006,MCO,9864.0,3.0,1.0,,,0.0
2007,MCO,9864.0,3.0,1.0,,,0.0
2008,MCO,9864.0,3.0,1.0,,,0.0
2009,MCO,9864.0,3.0,1.0,,,0.0
2010,MCO,9864.0,3.0,1.0,,,0.0
2011,MCO,9864.0,3.0,1.0,,,0.0
2012,MCO,9864.0,3.0,,,,0.0
2013,MCO,9864.0,3.0,,,,0.0
2014,MCO,9864.0,3.0,,,,0.0
2015,MCO,9864.0,3.0,,,,0.0
2016,MCO,9864.0,3.0,,,,0.0
2017,MCO,9864.0,3.0,,,,0.0
2018,MCO,9864.0,3.0,,,,0.0
2019,MCO,9864.0,3.0,,,,0.0
2020,MCO,9864.0,,,,,0.0
2021,MCO,9864.0,,,,,0.0
1996,MDA,8207.0,3.0,1.0,,6690961.782,0.0
1997,MDA,8207.0,3.0,1.0,,6917568.444,0.0
1998,MDA,8207.0,3.0,1.0,,6535169.731,0.0
1999,MDA,8207.0,3.0,1.0,,6411689.157,0.0
2000,MDA,8207.0,3.0,1.0,,6695803.758,0.0
2001,MDA,8207.0,3.0,1.0,,7266146.572,0.0
2002,MDA,8207.0,3.0,1.0,,7953150.855,0.0
2003,MDA,8207.0,3.0,1.0,,8647116.067,0.0
2004,MDA,8207.0,3.0,1.0,,9542369.318,0.0
2005,MDA,8207.0,3.0,1.0,,10588113.871,0.0
2006,MDA,8207.0,3.0,1.0,,11437252.576,0.0
2007,MDA,8207.0,3.0,1.0,,12093885.454,0.0
2008,MDA,8207.0,3.0,1.0,,13292948.029,0.0
2009,MDA,8207.0,3.0,1.0,,12590265.305,0.0
2010,MDA,8207.0,3.0,1.0,,13648863.033,0.0
2011,MDA,8207.0,3.0,1.0,,14877946.21,0.0
2012,MDA,8207.0,3.0,1.0,,15045941.577,0.0
2013,MDA,8207.0,3.0,1.0,,16726094.467,0.0
2014,MDA,8207.0,3.0,1.0,,17842776.754,0.0
2015,MDA,8207.0,3.0,1.0,,17962611.83,0.0
2016,MDA,8207.0,3.0,1.0,,18945000.212,0.0
2017,MDA,8207.0,3.0,,,32101220.474,0.0
2018,MDA,8207.0,3.0,,,34281937.09,0.0
2019,MDA,8207.0,3.0,,,36180472.488,0.0
2020,MDA,8207.0,,,,33914165.325,0.0
2021,MDA,8207.0,,,,40249130.836,0.0
1996,MDG,9363.0,3.0,1.0,,14305040.074,0.0
1997,MDG,9363.0,3.0,1.0,,15087269.779,0.0
1998,MDG,9363.0,3.0,1.0,,15850726.149,0.0
1999,MDG,9363.0,3.0,1.0,,16843098.435,0.0
2000,MDG,9363.0,3.0,1.0,,18046352.734,0.0
2001,MDG,9363.0,3.0,1.0,,19568357.859,0.0
2002,MDG,9363.0,3.0,1.0,,17350632.424,0.0
2003,MDG,9363.0,3.0,1.0,,19428208.368,0.0
2004,MDG,9363.0,3.0,1.0,,21011855.585,0.0
2005,MDG,9363.0,3.0,1.0,,22686215.32,0.0
2006,MDG,9363.0,3.0,1.0,,24557642.398,0.0
2007,MDG,9363.0,3.0,1.0,,26784528.829,0.0
2008,MDG,9363.0,3.0,1.0,,29256730.053,0.0
2009,MDG,9363.0,3.0,1.0,,28295673.249,0.0
2010,MDG,9363.0,3.0,1.0,,28716620.554,0.0
2011,MDG,9363.0,3.0,1.0,,29735787.033,0.0
2012,MDG,9363.0,3.0,1.0,,31200372.029,0.0
2013,MDG,9363.0,3.0,1.0,,32419256.006,0.0
2014,MDG,9363.0,3.0,1.0,,34093895.781,0.0
2015,MDG,9363.0,3.0,1.0,,35513203.139,0.0
2016,MDG,9363.0,3.0,1.0,,37491426.44,0.0
2017,MDG,9363.0,3.0,,,40514544.581,0.0
2018,MDG,9363.0,3.0,,,42809884.935,0.0
2019,MDG,9363.0,3.0,,,45492959.792,0.0
2020,MDG,9363.0,,,,42753630.142,0.0
2021,MDG,9363.0,,,,46490572.424,0.0
1996,MDV,5617.0,3.0,1.0,,,0.0
1997,MDV,5617.0,3.0,1.0,,,0.0
1998,MDV,5617.0,3.0,1.0,,,0.0
1999,MDV,5617.0,3.0,1.0,,,0.0
2000,MDV,5617.0,3.0,1.0,,,0.0
2001,MDV,5617.0,3.0,1.0,,1650601.619,0.0
2002,MDV,5617.0,3.0,1.0,,1766324.483,0.0
2003,MDV,5617.0,3.0,1.0,,2063681.484,0.0
2004,MDV,5617.0,3.0,1.0,,2399473.635,0.0
2005,MDV,5617.0,3.0,1.0,,2275456.218,0.0
2006,MDV,5617.0,3.0,1.0,,2811812.281,0.0
2007,MDV,5617.0,3.0,1.0,,3180273.096,0.0
2008,MDV,5617.0,3.0,1.0,,3653559.393,0.0
2009,MDV,5617.0,3.0,1.0,,3485322.223,0.0
2010,MDV,5617.0,3.0,1.0,,3780726.011,0.0
2011,MDV,5617.0,3.0,1.0,,4194858.489,0.0
2012,MDV,5617.0,3.0,1.0,,4378783.239,0.0
2013,MDV,5617.0,3.0,1.0,,4658618.26,0.0
2014,MDV,5617.0,3.0,1.0,,5026418.563,0.0
2015,MDV,5617.0,3.0,1.0,,5225122.523,0.0
2016,MDV,5617.0,3.0,1.0,,5510426.823,0.0
2017,MDV,5617.0,3.0,,,8963910.867,0.0
2018,MDV,5617.0,3.0,,,9923605.292,0.0
2019,MDV,5617.0,3.0,,,10796439.366,0.0
2020,MDV,5617.0,,,,7266174.293,0.0
2021,MDV,5617.0,,,,9911412.878,0.0
1996,MEX,13422.0,3.0,1.0,,802928430.082,0.0
1997,MEX,13422.0,3.0,1.0,,874166058.087,0.0
1998,MEX,13422.0,3.0,1.0,,923156591.59,0.0
1999,MEX,13422.0,3.0,1.0,,983349459.589,0.0
2000,MEX,13422.0,3.0,1.0,,1060833726.505,0.0
2001,MEX,13422.0,3.0,1.0,,1073836161.755,0.0
2002,MEX,13422.0,3.0,1.0,,1092589209.571,0.0
