Date,Open,High,Low,Close,Adj Close,Volume
2005-06-01,17.830000,18.653334,17.520000,17.573334,14.607169,12094200
2005-07-01,17.666668,19.936666,17.543333,19.613333,16.302839,16784400
2005-08-01,19.656668,20.083332,19.006666,19.650000,16.333319,18971400
2005-09-01,19.526667,20.400000,18.969999,19.753332,16.419205,11643600
2005-10-01,19.900000,20.129999,17.756666,18.600000,15.468280,15086100
2005-11-01,18.500000,20.840000,18.343332,20.616667,17.145391,13876200
2005-12-01,20.866667,21.546667,20.160000,20.323334,16.901442,11705700
2006-01-01,20.553333,22.853333,20.243334,22.143333,18.415009,20618700
2006-02-01,22.090000,22.799999,21.446667,21.653334,18.007515,11895600
2006-03-01,21.889999,22.713333,20.860001,21.730000,18.071270,18281100
2006-04-01,21.706667,23.133333,21.610001,22.240000,18.495399,9351000
2006-05-01,22.260000,22.983334,19.690001,20.133333,16.743435,17064300
2006-06-01,20.173332,20.816668,18.406668,19.316668,16.064281,7782900
2006-07-01,19.410000,19.500000,16.930000,18.486668,15.383889,11511900
2006-08-01,18.266666,20.356667,17.943333,20.150000,16.768055,13637100
2006-09-01,20.316668,21.090000,19.293333,20.493334,17.053770,10373400
2006-10-01,20.416668,21.556667,19.866667,20.293333,16.901026,18465000
2006-11-01,20.500000,21.486668,19.726667,20.959999,17.456249,21424500
2006-12-01,20.959999,21.360001,20.133333,20.336666,16.937117,14973900
2007-01-01,20.563334,21.033333,19.700001,20.270000,16.884317,7785900
2007-02-01,20.333332,21.443333,20.193333,20.626667,17.181417,10366800
2007-03-01,20.133333,20.840000,19.853333,20.100000,16.742723,7496400
2007-04-01,20.230000,21.983334,19.940001,21.323334,17.780428,6501300
2007-05-01,21.366667,22.200001,20.963333,21.503332,17.930510,8280900
2007-06-01,21.646667,22.533333,20.870001,21.943333,18.297403,6393300
2007-07-01,22.143333,23.750000,21.879999,21.953333,18.331163,8684700
2007-08-01,22.103333,22.480000,20.306667,22.253332,18.581669,22488000
2007-09-01,22.299999,22.870001,21.593332,22.493334,18.782072,8318700
2007-10-01,22.626667,23.166668,20.803333,21.549999,18.015862,12227700
2007-11-01,21.469999,21.563334,18.793333,19.713333,16.480408,17880900
2007-12-01,19.756666,20.813334,19.459999,19.803333,16.555647,12485700
2008-01-01,19.780001,19.889999,15.500000,17.070000,14.288011,10989000
2008-02-01,17.200001,18.000000,16.100000,16.730000,14.003421,14482200
2008-03-01,16.726667,17.360001,15.686667,16.520000,13.827646,17028000
2008-04-01,16.696667,18.400000,16.406668,17.796667,14.896247,25372200
2008-05-01,17.783333,19.980000,17.783333,19.306667,16.160158,18129300
2008-06-01,19.263332,19.473333,16.990000,17.066668,14.285221,18822300
2008-07-01,16.900000,17.146667,15.153333,15.663333,13.144571,42970800
2008-08-01,15.643333,17.433332,15.310000,16.353333,13.723617,15238200
2008-09-01,16.606667,16.693333,12.800000,13.513333,11.340305,23193000
2008-10-01,13.640000,13.640000,9.026667,11.130000,9.340227,20653800
2008-11-01,11.253333,11.550000,7.633333,9.023333,7.572327,5698200
2008-12-01,8.696667,10.206667,8.043333,9.456667,7.935977,8916300
2009-01-01,9.473333,10.516667,8.590000,9.210000,7.795727,8364900
2009-02-01,9.036667,10.413333,8.470000,9.060000,7.668757,14289300
2009-03-01,8.880000,11.016667,8.543333,10.380000,8.786065,18977700
2009-04-01,10.166667,11.966667,10.140000,11.670000,9.877975,22029900
2009-05-01,11.713333,12.363333,10.633333,12.140000,10.275804,27610200
2009-06-01,12.360000,13.046667,11.556667,12.220000,10.343519,15933300
2009-07-01,12.296667,14.453333,11.506667,14.110000,11.984481,17112000
2009-08-01,14.266667,14.910000,13.523333,14.480000,12.298745,10631100
2009-09-01,14.383333,15.416667,14.003333,14.930000,12.680958,12933000
2009-10-01,14.906667,15.503333,13.480000,13.533333,11.494680,23260800
2009-11-01,13.543333,15.046667,13.146667,14.453333,12.276094,9658200
2009-12-01,14.576667,16.603333,14.576667,16.410000,13.938008,6987300
2010-01-01,16.596666,16.766666,14.230000,14.326667,12.225553,10422300
2010-02-01,14.393333,15.813333,14.220000,15.470000,13.201204,11720400
2010-03-01,15.546667,16.873333,15.546667,16.473333,14.057395,8671200
2010-04-01,16.623333,18.000000,16.340000,16.806667,14.341842,6583500
2010-05-01,16.913334,17.243334,7.753333,15.706667,13.403166,21463800
2010-06-01,15.620000,16.400000,14.393333,14.570000,12.433201,8771100
2010-07-01,14.540000,16.360001,14.166667,15.326667,13.137064,7524900
2010-08-01,15.513333,15.693333,13.650000,13.723333,11.762784,10195500
2010-09-01,13.940000,16.053333,13.920000,15.770000,13.517061,15834300
2010-10-01,15.873333,16.903334,15.020000,16.860001,14.451340,24423300
2010-11-01,16.969999,18.083332,16.673332,17.683332,15.157042,13805700
2010-12-01,17.966667,18.983334,17.966667,18.566668,15.914191,8936100
2011-01-01,18.656668,20.396667,18.533333,19.830000,16.997032,18256200
2011-02-01,20.010000,21.396667,19.783333,20.693333,17.737032,10204800
2011-03-01,20.726667,21.033333,18.440001,19.696667,16.882751,42687900
2011-04-01,19.809999,20.340000,18.916668,20.260000,17.391748,11145300
2011-05-01,20.326668,20.326668,18.889999,19.846666,17.036938,11091300
2011-06-01,19.826668,19.826668,17.483334,18.500000,15.880927,15067200
2011-07-01,18.513332,19.059999,17.213333,17.490000,15.043860,15383400
2011-08-01,17.733334,17.796667,14.723333,16.113333,13.859731,32524500
2011-09-01,16.106667,17.463333,14.946667,15.306667,13.165884,36029400
2011-10-01,15.193333,17.963333,14.513333,17.466667,15.062660,20780700
2011-11-01,16.946667,17.906668,15.573333,16.843332,14.525127,12319800
2011-12-01,16.836666,17.323334,15.536667,16.466667,14.200299,13870800
2012-01-01,16.836666,18.980000,16.466667,18.503332,15.987814,25275300
2012-02-01,18.750000,19.879999,18.676666,19.226667,16.612812,14906100
2012-03-01,19.286667,20.110001,18.176666,19.816668,17.122601,18926100
2012-04-01,19.726667,19.879999,17.896667,18.703333,16.189341,16878900
2012-05-01,18.653334,18.943333,16.473333,16.740000,14.489912,14429700
2012-06-01,16.420000,17.643333,15.816667,17.440001,15.095821,14724000
2012-07-01,17.526667,17.643333,15.673333,17.396667,15.092765,22721700
2012-08-01,17.486668,18.553333,17.146667,17.983334,15.601738,15906600
2012-09-01,18.013332,18.666668,16.820000,17.293333,15.003119,13904100
2012-10-01,17.389999,17.616667,16.283333,16.629999,14.491811,12518400
2012-11-01,16.643333,17.416668,15.860000,16.976667,14.793910,12344100
2012-12-01,17.096666,17.783333,16.836666,17.346666,15.116336,11233500
2013-01-01,17.780001,18.886667,17.683332,18.673332,16.330305,15600300
2013-02-01,18.766666,19.673332,18.736668,19.353333,16.924974,11650500
2013-03-01,19.219999,20.100000,19.020000,19.736668,17.260214,12234000
2013-04-01,19.783333,20.093332,18.549999,20.083332,17.623333,13768500
2013-05-01,20.080000,21.590000,19.903334,21.226667,18.626617,16317300
2013-06-01,21.326668,21.850000,20.309999,21.173332,18.579815,12045300
2013-07-01,21.273333,22.336666,21.040001,21.656668,19.043619,11836500
2013-08-01,21.863333,22.046667,20.456667,20.803333,18.293242,5688900
2013-09-01,21.053333,22.676666,20.883333,22.216667,19.536049,6489600
2013-10-01,22.253332,23.073334,21.726667,22.956667,20.277895,8798700
2013-11-01,23.020000,23.233334,22.396667,23.156668,20.454559,4591800
2013-12-01,23.153334,24.243334,22.893333,24.236668,21.408543,8413800
2014-01-01,24.090000,24.796667,23.633333,23.973333,21.244345,12422700
2014-02-01,23.953333,25.786667,23.236668,25.583332,22.671072,9161400
2014-03-01,25.379999,26.786667,25.203333,26.563334,23.539516,9258300
2014-04-01,26.686666,27.233334,25.299999,26.070000,23.163616,12260700
2014-05-01,26.040001,27.280001,25.660000,27.223333,24.188379,5049300
2014-06-01,27.400000,28.913334,27.166668,28.799999,25.589270,11377800
2014-07-01,28.910000,29.553333,27.426666,27.546667,24.544483,17842200
2014-08-01,27.503332,29.400000,27.120001,29.313334,26.118607,11620800
2014-09-01,29.356667,30.036667,28.670000,28.950001,25.794876,9636300
2014-10-01,28.893333,29.190001,24.719999,29.049999,25.955416,35048400
2014-11-01,29.093332,31.233334,28.686666,31.146667,27.828732,11794200
2014-12-01,31.010000,32.009998,29.876667,30.963333,27.664928,15777000
2015-01-01,31.100000,31.276667,29.350000,29.456667,26.531898,15295800
2015-02-01,29.510000,32.453335,28.916668,32.286667,29.080908,17648100
2015-03-01,32.560001,33.189999,29.760000,31.340000,28.228235,16462800
2015-04-01,31.253332,32.299999,30.606667,30.936666,27.939285,15108000
2015-05-01,31.223333,33.826668,30.780001,33.689999,30.425852,17011200
2015-06-01,33.803333,33.933334,30.559999,30.696667,27.722536,31013100
2015-07-01,31.133333,31.180000,28.466667,29.180000,26.421448,40805100
2015-08-01,29.150000,29.533333,24.286667,27.673332,25.057209,46939800
2015-09-01,26.843332,28.716667,25.860001,27.153334,24.586372,42578700
2015-10-01,27.139999,30.883333,26.363333,29.846666,27.177031,48096900
2015-11-01,29.926666,30.623333,28.920000,30.536667,27.805321,30429600
2015-12-01,30.733334,31.306667,29.373333,29.946667,27.268091,28455600
2016-01-01,29.343332,29.716667,25.379999,27.676666,25.254665,26577900
2016-02-01,27.459999,28.650000,24.933332,28.156668,25.692665,28215300
2016-03-01,28.363333,30.900000,28.350000,30.540001,27.867432,22812900
2016-04-01,30.276667,30.923332,28.903334,29.126667,26.658037,27721200
2016-05-01,29.203333,31.686666,28.276667,31.656668,28.973608,30589800
2016-06-01,31.629999,32.343334,29.113333,31.213333,28.567850,37449900
2016-07-01,30.976667,35.343334,29.876667,34.666668,31.829048,35084100
2016-08-01,34.743332,36.599998,33.953335,36.299999,33.328690,32023800
2016-09-01,36.403332,37.906666,34.443333,37.663334,34.580429,32433000
2016-10-01,37.753334,38.070000,35.633331,37.119999,34.224625,33280500
2016-11-01,37.126667,40.279999,36.000000,39.793331,36.689434,37863600
2016-12-01,39.763332,42.636665,37.623333,40.906666,37.715939,34547100
2017-01-01,41.046665,43.410000,40.513332,42.619999,39.387306,30166800
2017-02-01,43.080002,44.779999,42.793331,43.820000,40.496292,24433500
2017-03-01,44.346668,45.986668,43.536667,45.630001,42.168999,30838500
2017-04-01,45.650002,46.220001,43.286667,45.369999,42.038437,30578400
2017-05-01,45.480000,49.790001,45.083332,49.330002,45.707664,34412100
2017-06-01,49.520000,51.983334,46.346668,46.733334,43.301659,45139500
2017-07-01,47.110001,50.549999,46.076668,48.993332,45.507629,31120200
2017-08-01,49.139999,50.483334,47.593334,50.416668,46.829700,26323800
2017-09-01,50.506668,52.930000,49.336666,52.856667,49.096096,26586000
2017-10-01,53.093334,57.740002,52.810001,57.573334,53.652061,19384500
2017-11-01,58.040001,60.626667,56.633331,57.520000,53.602360,45288600
2017-12-01,56.976665,58.323334,54.793331,56.603333,52.748119,46727100
2018-01-01,56.910000,62.903332,56.840000,61.490002,57.406887,35292600
2018-02-01,61.000000,63.240002,54.393333,61.626667,57.534473,44684400
2018-03-01,61.843334,65.769997,58.483334,60.016666,56.031387,42641100
2018-04-01,59.493332,61.466667,55.230000,56.240002,52.608727,48593400
2018-05-01,56.099998,63.403332,56.033333,62.476665,58.442719,34928700
2018-06-01,63.036667,65.260002,58.590000,59.413334,55.577175,55609800
2018-07-01,58.900002,62.913334,58.446667,61.833332,58.039913,52470600
2018-08-01,61.893333,63.863335,59.013332,63.439999,59.548027,69707700
2018-09-01,63.209999,64.063332,59.700001,61.683334,57.899128,35589000
2018-10-01,62.000000,62.750000,50.526669,54.320000,51.212559,85133400
2018-11-01,54.709999,57.003334,51.506668,56.083332,52.875015,53196600
2018-12-01,57.773335,57.983334,48.263332,52.303333,49.311253,45489600
2019-01-01,51.233334,58.169998,49.546665,57.563332,54.385475,48047100
2019-02-01,57.630001,63.076668,57.603333,61.246666,57.865463,28459800
2019-03-01,61.830002,65.713333,58.636665,63.180000,59.692059,49623000
2019-04-01,64.110001,72.666664,63.883331,70.519997,66.808144,41103000
2019-05-01,71.103333,71.526665,58.356667,58.840000,55.742935,81213300
2019-06-01,59.506668,66.716667,58.676666,66.136665,62.655537,43265100
2019-07-01,69.016670,73.606667,65.213333,69.860001,66.454865,33141600
2019-08-01,69.563332,71.559998,63.970001,68.243332,64.916977,45191400
2019-09-01,67.489998,73.769997,66.733330,70.470001,67.035118,27911400
2019-10-01,70.956665,76.503334,67.976669,74.783333,71.456848,31881900
2019-11-01,75.489998,79.629997,75.139999,77.823334,74.361649,25200900
2019-12-01,77.903336,84.620003,74.616669,83.699997,79.976898,24728100
2020-01-01,84.753334,89.309998,80.633331,81.019997,77.689987,31620300
2020-02-01,81.266670,89.786667,72.706665,77.263336,74.087723,46927800
2020-03-01,78.633331,81.403336,55.930000,68.403336,65.591888,84548400
2020-04-01,66.153336,81.543335,63.966667,78.346664,75.385307,83556300
2020-05-01,76.286667,84.186668,73.523331,83.953331,80.780060,91032900
2020-06-01,83.519997,92.053329,82.756668,90.290001,86.877205,52925700
2020-07-01,90.373337,97.480003,89.050003,96.796669,93.340858,43080600
2020-08-01,97.386665,103.266670,97.300003,102.406670,98.750572,29132700
2020-09-01,103.226669,108.086670,95.393333,101.536667,97.911621,41708700
2020-10-01,102.916664,110.753334,100.459999,101.826668,98.546349,31112100
2020-11-01,102.779999,120.743332,101.313332,120.603333,116.718109,32796000
2020-12-01,121.666664,128.016663,121.203331,126.393333,122.321617,30505800
2021-01-01,127.213333,142.083328,124.953331,130.473328,126.527252,45793800
2021-02-01,132.696671,147.990005,132.256668,138.970001,134.766922,50168700
2021-03-01,141.076660,143.979996,125.019997,141.330002,137.055557,119212800
2021-04-01,143.789993,149.919998,140.336670,140.676666,136.679108,95150700
2021-05-01,141.676666,144.919998,128.673340,144.226669,140.128250,86805300
2021-06-01,145.316666,151.696671,141.546661,151.406662,147.104172,53819100
2021-07-01,151.253326,152.613327,139.503326,152.303329,148.152222,47722200
2021-08-01,153.763336,158.843338,144.226669,156.063339,151.809708,40844400
2021-09-01,156.846664,159.396667,148.393326,148.623337,144.572510,57704700
2021-10-01,149.213333,158.229996,144.419998,158.210007,154.274063,48845100
2021-11-01,158.399994,182.706665,158.000000,176.413330,172.024521,57802200
2021-12-01,179.000000,186.093338,168.693329,180.773331,176.276077,48209100
2022-01-01,181.990005,186.339996,144.426666,159.823334,156.144028,130969800
2022-02-01,161.386673,169.293335,144.676666,158.053329,154.414795,105015300
2022-03-01,157.413330,167.029999,139.453339,157.759995,154.128189,101008500
2022-04-01,158.426666,158.796661,131.229996,133.593338,130.764511,88721700
2022-05-01,133.716660,144.836670,125.776665,142.046661,139.038818,78903900
2022-06-01,142.770004,144.806671,114.699997,116.536667,114.069016,63280500
2022-07-01,114.596664,136.156662,108.900002,135.776672,133.102509,66041700
2022-08-01,134.813339,141.500000,122.153336,123.230003,120.802948,59756700
2022-09-01,120.086670,126.430000,106.080002,106.243332,104.150841,63649800
2022-10-01,107.453331,118.026665,95.940002,108.826668,107.262413,76821000
2022-11-01,111.013336,130.196671,103.160004,129.343338,127.484192,76638600
2022-12-01,130.110001,132.979996,112.050003,115.993332,114.326065,61929600
2023-01-01,117.956665,136.873337,114.166664,134.559998,132.996445,69894600
2023-02-01,135.226669,146.036667,132.699997,136.610001,135.022644,65126700
2023-03-01,137.113327,148.446671,132.160004,148.223328,146.501038,65122200
2023-04-01,147.356674,147.916672,131.529999,137.380005,136.125839,43510800
2023-05-01,137.929993,167.673340,134.076660,158.899994,157.449371,74424600
2023-06-01,159.869995,172.479996,157.396667,169.086670,167.543045,75850500
2023-07-01,169.863327,178.960007,162.639999,178.433334,177.043503,55300200
2023-08-01,176.800003,178.923340,157.306671,170.223328,168.897446,69378600
2023-09-01,171.360001,171.946671,152.156662,157.883331,156.653564,45444300
2023-10-01,158.226669,165.686661,144.403336,147.463333,146.835785,61062300
2023-11-01,147.479996,175.009995,147.479996,171.216660,170.488037,49470300
2023-12-01,170.330002,194.636673,167.639999,192.033340,191.216141,52942800
2024-01-01,188.783340,209.263336,177.880005,195.350006,194.902161,85543500
2024-02-01,196.139999,217.800003,193.746674,217.363327,216.865021,85222800
2024-03-01,219.876663,240.009995,212.649994,225.919998,225.402069,91105100
2024-04-01,226.059998,231.449997,197.429993,213.990005,213.717545,76586400
2024-05-01,210.009995,243.630005,205.589996,234.009995,233.712051,64488800
2024-06-01,237.800003,260.649994,230.199997,246.630005,246.315994,52710000
2024-07-01,246.490005,267.239990,220.630005,224.550003,224.550003,69219700
2024-07-26,229.610001,229.820007,227.145004,228.820007,228.820007,945404
